ISZ|SIANo|SUNo|SumOfNoPiece|ChroTPer
Karkotis||SU2034|4.00|MEDVOTT
Karkotis||SU2034|1.00|MM
Karkotis||SU2034|1.00|MOD
Karkotis||SU2034|10.00|OTTMODII
Karkotis||SU2034|23.00|PeB
Karkotis||SU2034|1.00|PH
Karkotis||SU2034|2.00|PoBAR
Karkotis||SU2034|2.00|UN
Karkotis||SU2035|2.00|GAC
Karkotis||SU2035|1.00|HA
Karkotis||SU2035|1.00|MOD
Karkotis||SU2035|2.00|RM
Karkotis||SU2035|1.00|ROM
Karkotis||SU2036|1.00|GAC
Karkotis||SU2036|2.00|HA
Karkotis||SU2036|1.00|HIS
Karkotis||SU2036|2.00|MM
Karkotis||SU2036|2.00|PeB
Karkotis||SU2037|2.00|GAC
Karkotis||SU2037|12.00|HA
Karkotis||SU2037|4.00|HIS
Karkotis||SU2037|6.00|PeB
Karkotis||SU2038|1.00|HIS
Karkotis||Su2041|1.00|GAC
Karkotis||SU2041|1.00|HA
Karkotis||SU2041|3.00|HIS
Karkotis||SU2041|2.00|HR
Karkotis||SU2042|1.00|GAC
Karkotis||SU2042|3.00|HA
Karkotis||SU2042|1.00|HEL
Karkotis||SU2042|9.00|HIS
Karkotis||SU2042|2.00|HR
Karkotis||SU2042|1.00|LR
Karkotis||SU2042|4.00|MOD
Karkotis||SU2042|3.00|OTTMODI
Karkotis||SU2042|1.00|OTTMODII
Karkotis||SU2045|1.00|HIS
Karkotis||SU2046|2.00|HA
Karkotis||SU2046|3.00|HR
Karkotis||SU2046|2.00|MOD
Karkotis||SU2047|1.00|GAC
Karkotis||SU2047|1.00|HA
Karkotis||SU2047|1.00|HIS
Karkotis||SU2047|1.00|MOD
Karkotis||SU2047|1.00|OTTMODII
Karkotis||SU2048|1.00|HA
Karkotis||SU2048|1.00|HIS
Karkotis||SU2048|2.00|HR
Karkotis||SU2049|2.00|MM
Karkotis||SU2049|1.00|MOD
Karkotis||SU2049|2.00|RM
Karkotis||SU2050|14.00|HA
Karkotis||SU2050|1.00|HEL
Karkotis||SU2050|15.00|HIS
Karkotis||SU2050|6.00|HR
Karkotis||SU2050|1.00|LR
Karkotis||SU2050|1.00|OTTMODII
Karkotis||SU2050|2.00|RM
Karkotis||SU2050|1.00|ROM
Karkotis||SU2050|1.00|UN
Karkotis||SU2051|1.00|ER
Karkotis||SU2051|3.00|GAC
Karkotis||SU2051|20.00|HA
Karkotis||SU2051|21.00|HIS
Karkotis||SU2051|9.00|HR
Karkotis||SU2051|1.00|LR
Karkotis||SU2051|2.00|OTTMODII
Karkotis||SU2051|2.00|ROM
Karkotis||SU2052|7.00|HA
Karkotis||SU2052|15.00|HIS
Karkotis||SU2052|1.00|HR
Karkotis||SU2052|1.00|LR
Karkotis||SU2052|2.00|MOD
Karkotis||SU2052|1.00|OTTMODI
Karkotis||SU2053|9.00|HA
Karkotis||SU2053|7.00|HIS
Karkotis||SU2053|4.00|HR
Karkotis||SU2053|1.00|MEDF
Karkotis||SU2053|1.00|OTTMODI
Karkotis||SU2053|1.00|OTTMODII
Karkotis||SU2054|16.00|HA
Karkotis||SU2054|15.00|HIS
Karkotis||SU2054|4.00|HR
Karkotis||SU2054|1.00|LR
Karkotis||SU2054|1.00|MEDUIII
Karkotis||SU2054|1.00|MEDVOTT
Karkotis||SU2054|1.00|MOD
Karkotis||SU2054|1.00|OTTMODI
Karkotis||SU2054|1.00|OTTMODII
Karkotis||SU2055|1.00|CHAL
Karkotis||SU2055|10.00|HA
Karkotis||SU2055|26.00|HIS
Karkotis||SU2055|1.00|HR
Karkotis||SU2055|1.00|MEDUIII
Karkotis||SU2055|1.00|MOD
Karkotis||SU2055|1.00|OTTMODI
Karkotis||SU2055|1.00|OTTMODII
Karkotis||SU2055|1.00|RM
Karkotis||SU2056|13.00|HA
Karkotis||SU2056|17.00|HIS
Karkotis||SU2056|9.00|HR
Karkotis||SU2056|1.00|LR
Karkotis||SU2056|6.00|MEDVOTT
Karkotis||SU2056|7.00|MM
Karkotis||SU2056|3.00|MOD
Karkotis||SU2056|4.00|OTTMODI
Karkotis||SU2056|4.00|ROM
Karkotis||SU2057|17.00|HA
Karkotis||SU2057|13.00|HIS
Karkotis||SU2057|2.00|HR
Karkotis||SU2057|1.00|MEDVOTT
Karkotis||SU2057|1.00|OTTMODI
Karkotis||SU2057|1.00|OTTMODII
Karkotis||SU2058|6.00|HA
Karkotis||SU2058|15.00|HIS
Karkotis||SU2058|3.00|HR
Karkotis||SU2058|1.00|MEDVOTT
Karkotis||SU2058|1.00|MM
Karkotis||SU2058|3.00|MOD
Karkotis||SU2058|10.00|OTTMODII
Karkotis||SU2058|1.00|PH
Karkotis||SU2058|1.00|RM
Karkotis||SU2059|1.00|MOD
Karkotis||SU2059|2.00|OTTMODI
Karkotis||SU2060|1.00|HA
Karkotis||SU2060|1.00|HIS
Karkotis||SU2060|1.00|MOD
Karkotis||SU2060|8.00|OTTMODII
Karkotis||SU2061|9.00|HA
Karkotis||SU2061|15.00|HIS
Karkotis||SU2061|1.00|MEDVOTT
Karkotis||SU2061|4.00|MOD
Karkotis||SU2061|1.00|OTTMODI
Karkotis||SU2061|5.00|OTTMODII
Karkotis||SU2061|1.00|ROM
Karkotis||SU2062|1.00|MEDVOTT
Karkotis||SU2062|2.00|MM
Karkotis||SU2062|3.00|OTTMODII
Karkotis||SU2062|1.00|ROM
Karkotis||SU2063|2.00|HA
Karkotis||SU2063|7.00|HIS
Karkotis||SU2063|1.00|HR
Karkotis||SU2063|1.00|MEDUIII
Karkotis||SU2063|2.00|MEDVOTT
Karkotis||SU2063|1.00|MM
Karkotis||SU2063|1.00|MOD
Karkotis||SU2063|2.00|OTTMODI
Karkotis||SU2063|4.00|OTTMODII
Karkotis||SU2064|15.00|HA
Karkotis||SU2064|12.00|HIS
Karkotis||SU2064|2.00|HR
Karkotis||SU2064|4.00|LR
Karkotis||SU2064|1.00|MEDB
Karkotis||SU2064|1.00|MEDUIII
Karkotis||SU2064|4.00|MEDVOTT
Karkotis||SU2064|4.00|MM
Karkotis||SU2064|1.00|MOD
Karkotis||SU2064|1.00|OTT
Karkotis||SU2064|6.00|OTTMODII
Karkotis||SU2064|4.00|ROM
Karkotis||SU2065|5.00|HA
Karkotis||SU2065|21.00|HIS
Karkotis||SU2065|1.00|LR
Karkotis||SU2065|3.00|MEDVOTT
Karkotis||SU2065|2.00|MM
Karkotis||SU2065|1.00|MOD
Karkotis||SU2065|7.00|OTTMODII
Karkotis||SU2065|1.00|RM
Karkotis||SU2065|2.00|ROM
Karkotis||SU2066|4.00|HA
Karkotis||SU2066|8.00|HIS
Karkotis||SU2066|3.00|HR
Karkotis||SU2066|1.00|LR
Karkotis||SU2066|1.00|MEDVOTT
Karkotis||SU2066|1.00|MM
Karkotis||SU2066|2.00|MOD
Karkotis||SU2066|1.00|OTTMODII
Karkotis||SU2067|10.00|HA
Karkotis||SU2067|6.00|HIS
Karkotis||SU2067|1.00|MEDVOTT
Karkotis||SU2067|1.00|MM
Karkotis||SU2067|4.00|OTTMODII
Karkotis||SU2067|1.00|RM
Karkotis||SU2068|9.00|HA
Karkotis||SU2068|10.00|HIS
Karkotis||SU2068|1.00|HR
Karkotis||SU2068|1.00|LR
Karkotis||SU2068|1.00|MM
Karkotis||SU2068|1.00|MOD
Karkotis||SU2068|2.00|ROM
Karkotis||SU2069|2.00|GAC
Karkotis||SU2069|28.00|HA
Karkotis||SU2069|12.00|HIS
Karkotis||SU2069|1.00|HR
Karkotis||SU2069|1.00|LR
Karkotis||SU2069|2.00|PeB
Karkotis||SU2069|4.00|ROM
Karkotis||SU2070|1.00|CHAL
Karkotis||SU2070|1.00|GAC
Karkotis||SU2070|34.00|HA
Karkotis||SU2070|1.00|HEL
Karkotis||SU2070|12.00|HIS
Karkotis||SU2070|11.00|HR
Karkotis||SU2070|1.00|PeB
Karkotis||SU2070|4.00|ROM
Karkotis||SU2071|1.00|BYZ
Karkotis||SU2071|1.00|CHAL
Karkotis||SU2071|1.00|ER
Karkotis||SU2071|1.00|GAC
Karkotis||SU2071|8.00|HA
Karkotis||SU2071|6.00|HIS
Karkotis||SU2071|1.00|HR
Karkotis||SU2071|1.00|LHER
Karkotis||SU2071|1.00|MEDB
Karkotis||SU2071|4.00|MEDVOTT
Karkotis||SU2071|2.00|MM
Karkotis||SU2071|2.00|MOD
Karkotis||SU2071|6.00|OTTMODII
Karkotis||SU2071|1.00|RM
Karkotis||SU2071|3.00|ROM
Karkotis||SU2072|1.00|CHAL
Karkotis||SU2072|3.00|HA
Karkotis||SU2072|8.00|HIS
Karkotis||SU2072|1.00|LChPh
Karkotis||SU2072|1.00|OTTMODII
Karkotis||SU2072|1.00|RM
Karkotis||SU2072|1.00|ROM
Karkotis||SU2073|2.00|HIS
Karkotis||SU2073|1.00|HR
Karkotis||SU2074|1.00|HIS
Karkotis||SU2074|2.00|MOD
Karkotis||SU2075|1.00|HA
Karkotis||SU2075|4.00|HIS
Karkotis||SU2075|1.00|RM
Karkotis||SU2076|1.00|GAC
Karkotis||SU2076|2.00|HA
Karkotis||SU2076|2.00|HIS
Karkotis||SU2076|1.00|MM
Karkotis||SU2076|2.00|MOD
Karkotis|TS06|SU2078|5.00|HA
Karkotis|TS06|SU2078|8.00|HIS
Karkotis|TS06|SU2078|1.00|LR
Karkotis|TS06|SU2078|4.00|MM
Karkotis|TS06|SU2078|1.00|MOD
Karkotis|TS06|SU2078|2.00|OTTMODII
Karkotis|TS06|SU2078|1.00|PeB
Karkotis|TS06|SU2078|5.00|ROM
Karkotis|TS06|SU2079|4.00|HA
Karkotis|TS06|SU2079|5.00|HIS
Karkotis|TS06|SU2079|1.00|HR
Karkotis|TS06|SU2079|1.00|MEDUIII
Karkotis|TS06|SU2079|2.00|MM
Karkotis|TS06|SU2079|3.00|MOD
Karkotis|TS06|SU2079|2.00|OTT
Karkotis|TS06|SU2079|4.00|OTTMODII
Karkotis|TS06|SU2079|1.00|RM
Karkotis|TS06|SU2079|2.00|ROM
Karkotis|TS06|SU2080|1.00|CHAL
Karkotis|TS06|SU2080|3.00|HA
Karkotis|TS06|SU2080|5.00|HIS
Karkotis|TS06|SU2080|1.00|OTTMODI
Karkotis|TS06|SU2080|3.00|OTTMODII
Karkotis|TS06|SU2080|1.00|RM
Karkotis|TS06|SU2081|1.00|GAC
Karkotis|TS06|SU2081|6.00|HA
Karkotis|TS06|SU2081|6.00|HIS
Karkotis|TS06|SU2081|1.00|HR
Karkotis|TS06|SU2081|1.00|MM
Karkotis|TS06|SU2081|3.00|MOD
Karkotis|TS06|SU2081|1.00|OTT
Karkotis|TS06|SU2081|1.00|PeB
Karkotis|TS06|SU2082|1.00|MEDB
Karkotis|TS06|SU2082|3.00|OTTMODII
Karkotis|TS06|SU2082|1.00|RM
Karkotis|TS06|SU2083|19.00|CHAL
Karkotis|TS06|SU2083|3.00|PeB
Karkotis|TS06|SU2084|10.00|CHAL
Karkotis|TS06|SU2084|3.00|LChPh
Karkotis|TS06|SU2084|5.00|OTTMODII
Karkotis|TS06|SU2085|28.00|CHAL
Karkotis|TS06|SU2085|1.00|GAC
Karkotis|TS06|SU2085|4.00|HA
Karkotis|TS06|SU2085|8.00|LChPh
Karkotis|TS06|SU2085|1.00|MM
Karkotis|TS06|SU2085|9.00|PeB
Karkotis|TS06|SU2085|1.00|RM
Atsas||SU2087|1.00|HA
Atsas||SU2090|2.00|MM
Atsas||SU2091|1.00|HIS
Atsas||SU2095|1.00|HEL
Atsas||SU2096|2.00|PeB
Karkotis|TS06|SU2104|30.00|CHAL
Karkotis|TS06|SU2104|1.00|HA
Karkotis|TS06|SU2104|2.00|LChPh
Karkotis|TS06|SU2104|6.00|PeB
Atsas||SU2107|1.00|RM
Atsas||SU2108|1.00|HA
Atsas||SU2108|1.00|PeB
Atsas||SU2111|1.00|HIS
Atsas||SU2112|1.00|LR
Atsas||SU2112|1.00|ROM
Atsas||SU2113|3.00|GAC
Atsas||SU2113|2.00|HIS
Atsas||SU2113|1.00|HR
Atsas||SU2113|3.00|LR
Atsas||SU2113|14.00|PeB
Atsas||SU2114|1.00|HIS
Atsas||SU2114|1.00|RM
Atsas||SU2115|4.00|HA
Atsas||SU2115|1.00|HIS
Atsas||SU2115|1.00|HR
Atsas||SU2115|1.00|LR
Atsas||SU2115|1.00|PeB
Atsas||SU2116|1.00|HA
Atsas||SU2116|1.00|HIS
Atsas||SU2121|1.00|PeB
Karkotis|TS15|SU2124|1.00|ER
Karkotis|TS15|SU2124|17.00|HA
Karkotis|TS15|SU2124|4.00|HIS
Karkotis|TS15|SU2124|3.00|HR
Karkotis|TS15|SU2124|3.00|LR
Karkotis|TS15|SU2124|1.00|PeB
Karkotis|TS15|SU2124|5.00|ROM
Karkotis|TS15|SU2125|1.00|GAC
Karkotis|TS15|SU2125|10.00|HA
Karkotis|TS15|SU2125|7.00|HIS
Karkotis|TS15|SU2125|1.00|MEDVOTT
Karkotis|TS15|SU2125|3.00|PoBAR
Karkotis|TS15|SU2125|2.00|ROM
Karkotis|TS15|SU2126|4.00|HA
Karkotis|TS15|SU2126|1.00|HR
Karkotis|TS15|SU2126|1.00|LR
Karkotis|TS15|SU2126|1.00|PoBAR
Karkotis|TS15|SU2126|2.00|ROM
Karkotis|TS15|SU2127|2.00|GAC
Karkotis|TS15|SU2127|3.00|HA
Karkotis|TS15|SU2127|1.00|HIS
Karkotis|TS15|SU2127|1.00|PoBAR
Karkotis|TS15|SU2127|2.00|ROM
Karkotis|TS15|SU2128|2.00|GAC
Karkotis|TS15|SU2128|30.00|HA
Karkotis|TS15|SU2128|3.00|HIS
Karkotis|TS15|SU2128|4.00|HR
Karkotis|TS15|SU2128|16.00|LR
Karkotis|TS15|SU2128|1.00|MEDUI
Karkotis|TS15|SU2128|17.00|MM
Karkotis|TS15|SU2128|2.00|MOD
Karkotis|TS15|SU2128|2.00|OTT
Karkotis|TS15|SU2128|1.00|OTTMODI
Karkotis|TS15|SU2128|7.00|ROM
Karkotis|TS15|SU2129|23.00|HA
Karkotis|TS15|SU2129|5.00|HIS
Karkotis|TS15|SU2129|1.00|LHER
Karkotis|TS15|SU2129|1.00|LR
Karkotis|TS15|SU2129|3.00|MOD
Karkotis|TS15|SU2129|2.00|OTTMODII
Karkotis|TS15|SU2129|5.00|ROM
Karkotis|TS15|SU2129|2.00|UN
Karkotis|TS15|SU2130|22.00|HA
Karkotis|TS15|SU2130|1.00|HEL
Karkotis|TS15|SU2130|3.00|HIS
Karkotis|TS15|SU2130|4.00|LHER
Karkotis|TS15|SU2130|3.00|LR
Karkotis|TS15|SU2130|2.00|MM
Karkotis|TS15|SU2130|3.00|OTTMODII
Karkotis|TS15|SU2130|1.00|PeB
Karkotis|TS15|SU2130|4.00|ROM
Karkotis|TS15|SU2131|1.00|ER
Karkotis|TS15|SU2131|20.00|HA
Karkotis|TS15|SU2131|1.00|HEL
Karkotis|TS15|SU2131|7.00|HIS
Karkotis|TS15|SU2131|6.00|HR
Karkotis|TS15|SU2131|3.00|LHER
Karkotis|TS15|SU2131|1.00|LR
Karkotis|TS15|SU2131|3.00|OTTMODII
Karkotis|TS15|SU2132|2.00|GAC
Karkotis|TS15|SU2132|17.00|HA
Karkotis|TS15|SU2132|1.00|HEL
Karkotis|TS15|SU2132|2.00|HIS
Karkotis|TS15|SU2132|5.00|HR
Karkotis|TS15|SU2132|1.00|LHER
Karkotis|TS15|SU2132|3.00|LR
Karkotis|TS15|SU2132|1.00|MEDUI
Karkotis|TS15|SU2132|10.00|MM
Karkotis|TS15|SU2132|1.00|PeB
Karkotis|TS15|SU2132|2.00|ROM
Karkotis|TS15|SU2133|1.00|ER
Karkotis|TS15|SU2133|3.00|GAC
Karkotis|TS15|SU2133|19.00|HA
Karkotis|TS15|SU2133|5.00|HIS
Karkotis|TS15|SU2133|4.00|LR
Karkotis|TS15|SU2133|6.00|MM
Karkotis|TS15|SU2133|1.00|PoBAR
Karkotis|TS15|SU2133|3.00|ROM
Karkotis|TS15|SU2134|4.00|GAC
Karkotis|TS15|SU2134|27.00|HA
Karkotis|TS15|SU2134|5.00|HIS
Karkotis|TS15|SU2134|6.00|HR
Karkotis|TS15|SU2134|6.00|LR
Karkotis|TS15|SU2134|1.00|MEDVOTT
Karkotis|TS15|SU2134|6.00|MM
Karkotis|TS15|SU2134|3.00|ROM
Karkotis|TS15|SU2134|2.00|UN
Karkotis|TS15|SU2135|1.00|GA
Karkotis|TS15|SU2135|2.00|GAC
Karkotis|TS15|SU2135|10.00|HA
Karkotis|TS15|SU2135|1.00|HEL
Karkotis|TS15|SU2135|3.00|HIS
Karkotis|TS15|SU2135|4.00|LR
Karkotis|TS15|SU2135|4.00|OTTMODII
Karkotis|TS15|SU2135|1.00|ROM
Karkotis|TS15|SU2136|1.00|GAC
Karkotis|TS15|SU2136|16.00|HA
Karkotis|TS15|SU2136|2.00|HEL
Karkotis|TS15|SU2136|15.00|HIS
Karkotis|TS15|SU2136|3.00|HR
Karkotis|TS15|SU2136|1.00|LHER
Karkotis|TS15|SU2136|1.00|LR
Karkotis|TS15|SU2136|2.00|MM
Karkotis|TS15|SU2137|1.00|GAC
Karkotis|TS15|SU2137|14.00|HA
Karkotis|TS15|SU2137|1.00|HEL
Karkotis|TS15|SU2137|2.00|HIS
Karkotis|TS15|SU2137|3.00|MM
Karkotis|TS15|SU2137|2.00|ROM
Karkotis|TS15|SU2138|1.00|CLH
Karkotis|TS15|SU2138|3.00|GA
Karkotis|TS15|SU2138|10.00|GAC
Karkotis|TS15|SU2138|22.00|HA
Karkotis|TS15|SU2138|13.00|HIS
Karkotis|TS15|SU2138|5.00|HR
Karkotis|TS15|SU2138|2.00|LHER
Karkotis|TS15|SU2138|2.00|LR
Karkotis|TS15|SU2139|1.00|ER
Karkotis|TS15|SU2139|4.00|GAC
Karkotis|TS15|SU2139|27.00|HA
Karkotis|TS15|SU2139|10.00|HIS
Karkotis|TS15|SU2139|2.00|HR
Karkotis|TS15|SU2139|6.00|LR
Karkotis|TS15|SU2139|1.00|MEDB
Karkotis|TS15|SU2139|1.00|MEDUI
Karkotis|TS15|SU2139|11.00|MM
Karkotis|TS15|SU2139|3.00|ROM
Karkotis|TS15|SU2140|1.00|GAC
Karkotis|TS15|SU2140|14.00|HA
Karkotis|TS15|SU2140|5.00|HIS
Karkotis|TS15|SU2140|1.00|HR
Karkotis|TS15|SU2140|12.00|LR
Karkotis|TS15|SU2140|1.00|MEDB
Karkotis|TS15|SU2140|4.00|MM
Karkotis|TS15|SU2140|1.00|OTTMODI
Karkotis|TS15|SU2140|1.00|ROM
Karkotis|TS15|SU2141|15.00|HA
Karkotis|TS15|SU2141|3.00|HIS
Karkotis|TS15|SU2141|10.00|LR
Karkotis|TS15|SU2141|1.00|MM
Karkotis|TS15|SU2141|5.00|ROM
Atsas||SU2142|2.00|GAC
Atsas||SU2142|18.00|HA
Atsas||SU2142|1.00|HEL
Atsas||SU2142|2.00|HIS
Atsas||SU2142|7.00|HR
Atsas||SU2142|1.00|PeB
Atsas||SU2143|2.00|HA
Atsas||SU2143|2.00|HR
Atsas||SU2144|4.00|HA
Atsas||SU2144|1.00|LHER
Atsas||SU2145|1.00|HA
Atsas||SU2145|1.00|HEL
Atsas||SU2147|5.00|HA
Atsas||SU2147|1.00|HR
Atsas||SU2148|1.00|BA
Atsas||SU2148|3.00|HR
Atsas||SU2148|2.00|PeB
Atsas||SU2149|5.00|HIS
Atsas||SU2150|1.00|HIS
Atsas||SU2151|1.00|HA
Atsas||SU2151|1.00|HR
Atsas||SU2153|2.00|HR
Atsas||SU2154|3.00|HA
Atsas|TS18|SU2160|7.00|HA
Atsas|TS18|SU2160|2.00|HR
Atsas|TS18|SU2160|25.00|LR
Atsas|TS18|SU2160|9.00|ROM
Atsas|TS18|SU2161|3.00|HA
Atsas|TS18|SU2161|2.00|HR
Atsas|TS18|SU2161|13.00|LR
Atsas|TS18|SU2161|5.00|ROM
Atsas|TS18|SU2161|1.00|UN
Atsas|TS18|SU2162|10.00|HA
Atsas|TS18|SU2162|1.00|HIS
Atsas|TS18|SU2162|1.00|HR
Atsas|TS18|SU2162|9.00|LR
Atsas|TS18|SU2162|3.00|ROM
Atsas|TS18|SU2163|1.00|HA
Atsas|TS18|SU2163|1.00|HIS
Atsas|TS18|SU2163|1.00|HR
Atsas|TS18|SU2163|4.00|LR
Atsas|TS18|SU2164|3.00|HA
Atsas|TS18|SU2164|1.00|HIS
Atsas|TS18|SU2164|8.00|LR
Atsas|TS18|SU2164|2.00|ROM
Atsas|TS18|SU2165|1.00|HA
Atsas|TS18|SU2165|1.00|MEDF
Atsas||SU2168|1.00|PeB
Atsas||SU2171|4.00|CHAL
Atsas||SU2171|1.00|GA
Atsas||SU2171|3.00|GAC
Atsas||SU2171|18.00|HA
Atsas||SU2171|9.00|HIS
Atsas||SU2171|4.00|HR
Atsas||SU2171|2.00|LChPh
Atsas||SU2171|1.00|LR
Atsas||SU2171|1.00|MM
Atsas||SU2171|19.00|PeB
Atsas||SU2171|2.00|ROM
Atsas||SU2171|2.00|UN
Atsas||SU2172|6.00|CHAL
Atsas||SU2172|2.00|GAC
Atsas||SU2172|13.00|HA
Atsas||SU2172|1.00|HEL
Atsas||SU2172|10.00|HIS
Atsas||SU2172|6.00|LChPh
Atsas||SU2172|2.00|LR
Atsas||SU2172|1.00|MM
Atsas||SU2172|1.00|OTT
Atsas||SU2172|7.00|PeB
Atsas||SU2172|4.00|PoB
Atsas||SU2172|1.00|PoBAR
Atsas||SU2173|9.00|CHAL
Atsas||SU2173|3.00|GAC
Atsas||SU2173|11.00|HA
Atsas||SU2173|2.00|HIS
Atsas||SU2173|10.00|LChPh
Atsas||SU2173|6.00|PeB
Atsas||SU2173|1.00|PoB
Atsas||SU2173|1.00|PoBAR
Atsas||SU2174|6.00|CHAL
Atsas||SU2174|2.00|HA
Atsas||SU2174|4.00|HIS
Atsas||SU2174|6.00|LChPh
Atsas||SU2174|14.00|PeB
Atsas||SU2175|9.00|CHAL
Atsas||SU2175|1.00|GAC
Atsas||SU2175|3.00|HIS
Atsas||SU2175|1.00|MEDVOTT
Atsas||SU2176|4.00|GAC
Atsas||SU2176|18.00|HA
Atsas||SU2176|3.00|HIS
Atsas||SU2176|1.00|LHER
Atsas||SU2176|1.00|LR
Atsas||SU2176|3.00|MEDVOTT
Atsas||SU2176|2.00|MM
Atsas||SU2176|1.00|MOD
Atsas||SU2176|2.00|OTTMODII
Atsas||SU2176|5.00|PeB
Atsas||SU2176|1.00|PoB
Atsas||SU2176|1.00|PoBAR
Atsas||SU2176|3.00|ROM
Atsas||SU2177|5.00|GAC
Atsas||SU2177|26.00|HA
Atsas||SU2177|9.00|HIS
Atsas||SU2177|5.00|HR
Atsas||SU2177|1.00|LChPh
Atsas||SU2177|3.00|LR
Atsas||SU2177|1.00|MM
Atsas||SU2177|1.00|PoB
Atsas||SU2177|1.00|ROM
Atsas||SU2178|1.00|GAC
Atsas||SU2178|7.00|HA
Atsas||SU2178|3.00|HR
